id,name,lead_type,latitude,longitude,phone,website,address
674035095,MWP 10-2,industrial,46.1010506,53.3588525,,N/A,
1266343440,MWP100,industrial,46.2145517,53.560688,,N/A,
124996348,NCOC,yes,47.1100022,51.9238204,,https://www.ncoc.kz/,проспект Азаттык
934435780,NEW CAMP CCEP,industrial,46.3432335,53.4712273,,N/A,
9850501384,NOMAD INSURANCE,insurance,47.1169146,51.9276872,+7 712 295 0150;+7 712 295 0250,https://nomad.kz/,
12154959259,QARYZZAIM,financial_advisor,47.1282865,51.9570842,+7 775 007 0679,https://qaryzzaim.kz,
10811326752,QAZAQ OIL,company,47.1065424,51.8939048,+7 800 0800911,https://qazaqoil.kz/ru/centry-prodaj,
280176429,SGP,industrial,46.070508,53.3957348,,N/A,
12520323204,SINOOIL,company,47.102193,51.938371,+7 7122 32 07 89,https://sinooil.kz,
10207094456,SOLVA,financial_advisor,47.6481013,53.3495289,+7 701 006 3535;+7 708 712 7194,https://solva.kz,
11975240752,STANDARD LIFE,insurance,47.1080522,51.9046819,+7 701 688 2764;7008,https://standardlife.kz,
822300460,STUDBOLT MANUFACTURING,industrial,47.0996843,51.9545873,+7 7122 45 97 72,https://studbolt.kz/,
1070097189,SUNKAR TOWER,yes,47.1073746,51.8836,,N/A,
1206294135,T-0046,industrial,45.9812083,53.46986,,N/A,
938463740,T-10,industrial,46.1552421,53.4885146,,N/A,
936934867,T-101,industrial,46.110502,53.3495039,,N/A,
936934851,T-103,industrial,46.1249637,53.3971662,,N/A,
936944830,T-105,industrial,46.0869803,53.3363623,,N/A,
674035098,T-106,industrial,46.0942513,53.3599745,,N/A,
674035115,T-107,industrial,46.1073217,53.4078909,,N/A,
936934853,T-108,industrial,46.1153537,53.4311832,,N/A,
936934870,T-11,industrial,46.0823433,53.3530468,,N/A,
936944825,T-110,industrial,46.0705769,53.3464371,,N/A,
936944828,T-1100,industrial,46.1035022,53.3255762,,N/A,
936934872,T-111,industrial,46.077293,53.3698614,,N/A,
936934893,T-112,industrial,46.0841611,53.394519,,N/A,
936944821,T-114,industrial,46.0537314,53.3555837,,N/A,
936944820,T-115,industrial,46.0608606,53.3800527,,N/A,
670220599,T-117,industrial,46.0752266,53.4275934,,N/A,
936934908,T-119,industrial,46.044344,53.3897833,,N/A,
936934906,T-120,industrial,46.0515268,53.4140388,,N/A,
936934904,T-124,industrial,46.0349829,53.4245172,,N/A,
936934903,T-125,industrial,46.0419502,53.4474144,,N/A,
280176506,T-14,industrial,46.0724502,53.3873884,,N/A,
670220630,T-15,industrial,46.0794049,53.4105348,,N/A,
670163746,T-16,industrial,46.0994298,53.2810282,,N/A,
936934852,T-1K,industrial,46.1204532,53.3928892,,N/A,
670220611,T-21,industrial,46.0562175,53.397488,,N/A,
674036259,T-211,industrial,46.1196018,53.4455297,,N/A,
936934909,T-23,industrial,46.0331104,53.3838048,,N/A,
936934894,T-24,industrial,46.0805662,53.393663,,N/A,
936934905,T-25,industrial,46.0462087,53.4317383,,N/A,
936934898,T-27,industrial,46.0598615,53.4776702,,N/A,
936934901,T-28,industrial,46.0368504,53.4640226,,N/A,
936934902,T-29,industrial,46.0327649,53.4389609,,N/A,
936934868,T-2K,industrial,46.0914315,53.3689701,,N/A,
936944823,T-317,industrial,46.0691011,53.3751431,,N/A,
936944824,T-318,industrial,46.0760288,53.3994714,,N/A,
936934858,T-320,industrial,46.090232,53.4462348,,N/A,
13575171508,T-37,petroleum_well,46.0629917,53.2961243,,N/A,
936934855,T-38,industrial,46.0972162,53.4781697,,N/A,
670220643,T-39,industrial,46.1029672,53.4250254,,N/A,
936934866,T-3948,industrial,46.1372629,53.3587995,,N/A,
670220635,T-3K,industrial,46.097301,53.4214589,,N/A,
936934863,T-4,industrial,46.0977809,53.4403966,,N/A,
936934865,T-40,industrial,46.1273214,53.384621,,N/A,
670163738,T-42,industrial,46.1140874,53.3432849,,N/A,
936944827,T-43,industrial,46.099265,53.3139312,,N/A,
670163736,T-4346,industrial,46.1185417,53.3557421,,N/A,
936944826,T-44,industrial,46.0591026,53.3383174,,N/A,
936934849,T-4546,industrial,46.1268281,53.4246865,,N/A,
936934911,T-456,industrial,46.0500902,53.3747789,,N/A,
936934910,T-463,industrial,46.0375099,53.3661896,,N/A,
670163802,T-5044,industrial,46.0856911,53.3659112,,N/A,
936934862,T-5050,industrial,46.0945502,53.4020345,,N/A,
936934864,T-5056,industrial,46.1062245,53.4348782,,N/A,
936934854,T-5059,industrial,46.1123131,53.4517583,,N/A,
936934871,T-5242,industrial,46.0735636,53.3590121,,N/A,
670163805,T-5246,industrial,46.0800083,53.3824973,,N/A,
670163775,T-5435,industrial,46.0556021,53.3221397,,N/A,
936944822,T-5442,industrial,46.0655953,53.3630231,,N/A,
280176505,T-5444,industrial,46.0721868,53.3766955,,N/A,
280176503,T-5447,industrial,46.0748646,53.39306,,N/A,
936934859,T-5454,industrial,46.0877814,53.4327098,,N/A,
936934856,T-5660,industrial,46.0888618,53.4755574,,N/A,
936934896,T-5963,industrial,46.0781073,53.5048235,,N/A,
670220631,T-5K,industrial,46.073639,53.4067446,,N/A,
674035101,T-6,industrial,46.1060734,53.3670985,,N/A,
936934897,T-6261,industrial,46.0638534,53.4988279,,N/A,
1206298832,T-6349,industrial,46.0376323,53.4373904,,N/A,
11178033326,T-6452,petroleum_well,46.0416823,53.4507222,,N/A,
936934899,T-6457,industrial,46.0497054,53.4757712,,N/A,
936934900,T-6658,industrial,46.0412936,53.488645,,N/A,
936944829,T-70,industrial,46.0917641,53.3192204,,N/A,
936934869,T-72,industrial,46.0901195,53.3765784,,N/A,
936934850,T-8,industrial,46.120243,53.4153425,,N/A,
936934847,T-9,industrial,46.1267511,53.4375148,,N/A,
936934860,T113,industrial,46.0919256,53.4185054,,N/A,
5888731185,TBS TV,telecommunication,47.1004729,51.9298004,,N/A,Махамбета Утемисова
936937237,TCO IBMOA,industrial,46.2049767,53.3826127,,N/A,
7605946993,TELE2,telecommunication,47.1301533,51.9449607,+7 700 800 0880;+7 707 000 0707;+7 727 355 0707,https://tele2.kz/new,
5719930821,TOO “ASIA BUILD SERVICE”,company,47.1231407,51.9605082,87786881414,N/A,
670163734,WELLS,industrial,46.1202086,53.3376662,,N/A,
775573346,WEST DALA,industrial,47.1881853,51.8622942,,N/A,
4156206097,WORLEYPARSONSKAZAKHSTAN,company,47.1071723,51.8649423,,N/A,
1206298824,WP 14.1,industrial,46.0165169,53.4389319,,N/A,
1206296100,WP 55-2,industrial,45.9993018,53.4263813,,N/A,
670163787,WP54-1,industrial,46.0369294,53.3420388,,N/A,
431613443,«АТЫРАУМҰНАЙМАШ» МАШИНА ЖАСАУ ЗАУЫТЫ,industrial,47.1179725,51.975178,,http://www.anm.kz,
170003110,АБЗ ЗАУЫТЫ,industrial,47.1650796,51.8510925,,N/A,
8991773341,АБЗ ИНДЕР,company,48.4576068,51.8001539,,N/A,
975415770,АВТОМАТИЧЕСКАЯ ГАЗОРАСПРЕДЕЛИТЕЛЬНАЯ СТАНЦИЯ АЛГА,industrial,47.4240872,51.879853,,N/A,
999520194,АГРС ГАНЮШКИНО,industrial,46.6217702,49.2773088,,N/A,
1001826396,АГРС КИГАЧ,industrial,46.6798024,48.5219902,,N/A,
978801983,АГРС ОРБИТА,industrial,47.1678214,51.9677874,,N/A,
312517698,АГРС ТАЙМАН,industrial,47.0649833,50.4596739,,N/A,
1075172691,АГРС-1,industrial,46.9120647,53.9804834,,N/A,
1075172690,АГРС-2,industrial,46.9770107,54.0359737,,N/A,
1082712747,АГТС100,industrial,47.0800547,51.9523928,,N/A,
129661771,"АК ЖАЙЫК, ЦЕНТР ТАМОЖЕННОГО ОФОРМЛЕНИЯ",government,47.1280982,51.8233183,,N/A,
5961470560,АКИМАТ ГОРОДА АТЫРАУ,government,47.1035374,51.9167438,,N/A,
5942799971,АКИМАТ КУРМАНГАЗИНСКОГО РАЙОНА,administrative,46.6057575,49.2700446,,N/A,
973077625,ЗАДВИЖКА № 31,industrial,48.1747762,51.4799567,,N/A,
5940108252,АКИМАТ МАХАМБЕТСКОГО РАЙОНА,government,47.6755652,51.5876099,,N/A,
5949311212,АКИМАТ ПОСЕЛКА МАКАТ,administrative,47.6474182,53.3502799,,N/A,
4291023091,АЛТЕЛ ЦЕНТР,telecommunication,47.1044846,51.9063271,,N/A,
1163493382,АЛТЫКӨЛ КЕН ОРНЫ,industrial,47.0939751,53.6785804,,N/A,
858735216,АО ГАТЕ ИНШААТ ТААХЮТ САНАЙИ ВЕ ТИДЖАРЕТ,industrial,47.2391948,52.1979023,,https://www.gatekz.com,
991517201,АО КСС АТЫРАУ,industrial,47.1355685,51.9666258,,N/A,Загородная
126488773,АО НИПИ КАСПИЙМУНАЙГАЗ,research,47.1044657,51.9266332,,N/A,улица Абая
5949409710,АППАРАН АКАМАТА ПОСЕЛКА ДОССОР,administrative,47.5287857,52.9748028,,N/A,
4975006421,АППАРАТ АКИМА ИСАТАЙСКОГО РАЙОНА,government,47.2254691,51.0102591,87123120173,N/A,
4219927577,АППАРАТ АКИМА ПОСЕЛКА ИНДЕРБОР,government,48.5561209,51.7425366,,N/A,
332522696,АТЫРАУ ЖЫЛУ ЭЛЕКТР ОРТАЛЫҒЫ,industrial,47.0826938,51.943316,,N/A,
332522697,АТЫРАУ МҰНАЙ ӨҢДЕУ ЗАУЫТЫ,industrial,47.0718301,51.9239295,,https://www.anpz.kz,проспект Зейнолла Кабдолова
4533859193,АТЫРАУ ОБЛЫСТЫҚ КӘСІПОДАҚТАР ОРТАЛЫҒЫ,union,47.1022088,51.9263249,+7 7122 324352,https://www.pcao.kz,
119667291,АТЫРАУ ОБЛЫСЫНЫҢ ӘКІМДІГІ,government,47.1067694,51.9151624,+7 7122 354092,https://www.gov.kz/memleket/entities/atyrau,улица Айтеке Би
8976078272,АТЫРАУИНЖСТРОЙ-АИС,yes,47.0885219,51.8583076,,N/A,Жиембет
119612847,АТЫРАУСКАЯ ОБЛАСТНАЯ ПРОКУРАТУРА,government,47.1070998,51.9084424,,N/A,улица Бактыгерея Кулманова
5929405899,АТЫРАУСКАЯ ОБЛАСТНАЯ ПРОКУРАТУРА,government,47.1072252,51.9091664,,N/A,
124992088,АТЫРАУСКАЯ ТРАНСПОРТНАЯ ПРОКУРАТУРА,government,47.107055,51.9247381,,N/A,
10280331708,АТЫРАУСКИЙ ОБЛАСТНОЙ ГЕОТЕХНИЧЕСКИЙ ЦЕНТР,research,47.1072926,51.8857103,,N/A,
1108296663,АТЫРАУСКИЙ ОСЕТРОВЫЙ РЫБОВОДНЫЙ ЗАВОД,industrial,47.0444675,51.8115114,,N/A,
5940437701,АУДАН ӘКІМДІГІ,government,48.8872525,53.7879521,,N/A,
1082964026,АҚІНГЕН КЕН ОРНЫ,industrial,46.5854705,54.136945,,N/A,
1163493394,Б. ЖОЛАМАНОВ КЕН ОРНЫ,industrial,47.8660606,54.3249371,,N/A,
172805312,БАЗА АИС УМИТ САГИЗ,industrial,48.2259002,54.8774537,,N/A,
1163493409,БАТЫС НОВОБОГАТ КЕН ОРНЫ,industrial,47.2977543,51.0808964,,N/A,
1043582838,БАТЫС ТҰҢҒИЫҒЫ КЕН ОРНЫ,industrial,45.8705088,53.1013613,,N/A,
1163493358,БЕК-БИКЕ КЕН ОРНЫ,industrial,47.4502568,53.6993851,,N/A,
170066083,БЕТОН АРАЛАСТЫРҒЫШ ЗАУЫТ,industrial,47.1085155,51.9592322,,N/A,
669458622,БЕТОННЫЙ ЗАВОД,industrial,46.1717682,53.3687688,,N/A,
1105912511,БОТАҚАН МҰНАЙ КЕН ОРНЫ,industrial,46.9382645,53.1423393,,N/A,
5964015848,БОШ СЕРВИС АТЫРАУ,company,47.1325237,51.9210488,,N/A,
1002715265,ВОДООТЧИСТНЫЕЕ СООРУЖЕНИЯ,industrial,46.4952022,48.9972889,,N/A,
973076553,ВОДООЧИСТНОЕ СООРУЖЕНИЯ,industrial,48.2787537,51.525251,,N/A,
973849612,ВОС,industrial,48.8805605,53.7762454,,N/A,
1007515532,ГАЗОТУРБИННАЯ ЭЛЕКТРОСТАНЦИЯ КАРАБАТАН,industrial,47.3446258,52.2777447,,N/A,
1089777112,ГКДҚ ҚАШАҒАН,industrial,47.3129182,52.6504521,,N/A,
1082712722,ГКНС,industrial,47.0970665,51.9689633,,N/A,
4989348321,ГОРОДСКАЯ ПРОКУРАТУРА,government,47.1071745,51.9084385,,N/A,
4352437493,ГОРОДСКОЙ СУД,government,47.1033233,51.8850045,,N/A,
4352375191,ГОРОДСКОЙ ЦОН,government,47.1048376,51.8886642,,N/A,
124998834,ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ ПРАВИТЕЛЬСТВО ДЛЯ ГРАЖДАН,government,47.1261341,51.9284053,,N/A,Мұса Баймұханов көшесі
1163493374,ГРАН КЕН ОРНЫ,industrial,47.2389339,50.9756535,,N/A,
1137939569,ГРПБ,industrial,47.1155816,51.9531653,,N/A,
769883831,ГУРЬЕВСНАБ,industrial,47.1333755,51.9712328,,N/A,
431613444,ДВОРЕЦ БРАКОСОЧЕТАНИЙ,government,47.1070814,51.868477,,N/A,проспект Абулхаир Хана
4308444889,ДВОРЕЦ БРАКОСОЧЕТАНИЙ,government,47.1071357,51.8685229,,N/A,
425245264,ДПРМ (ДАЛЬНИЙ ПРИВОДНОЙ РАДИОМАЯК),industrial,47.1660567,51.7826786,,N/A,
5677814223,ЕКОГЕОМУНАЙГАЗ,company,47.0955698,51.8889383,317789,https://egmg.kz/,Зейнолы Гумарова
769486399,ЕНІ,industrial,47.0595432,51.8765576,,N/A,
1163493393,Ж. ДОСМҰХАМБЕТОВ КЕН ОРНЫ,industrial,45.9952183,53.519592,,N/A,
9210115543,ЖАЙЫКМУНАЙГАЗ,company,47.222861,51.0149276,,N/A,
1163493375,ЖАҢАТАЛАП КЕН ОРНЫ,industrial,47.1074495,50.8537782,,N/A,
366483767,ЖЕДЕЛСАТЫ,industrial,47.1131565,51.971282,,N/A,
5492769621,ЖКХ,administrative,47.0920967,51.9176109,,N/A,
4461265890,ЖЫЛЫОЙ АУДАНЫ ӘКІМДІГІ,government,46.9610473,54.0060355,,N/A,
971512326,ЗАВОД АБЗ ИНДЕР,industrial,48.4578238,51.8006592,,N/A,
1086143488,ЗАДВИЖКА 28,industrial,48.5728917,51.612099,,N/A,
1170016565,ЗАДВИЖКА 29,industrial,48.5656344,51.6066554,,N/A,
973084595,ЗАДВИЖКА № 30,industrial,48.3641451,51.5187006,,N/A,
5212766027,ЗАМАН-ЭНЕРГО ЖШС,company,47.1022102,51.879427,,N/A,
227669794,ЗВП / SGP,industrial,46.1503488,53.4100828,,N/A,
1163493395,ЗИНЕДЕН КЕН ОРНЫ,industrial,46.7696138,50.1521326,,N/A,
227670461,ИНЖТЕХСЕРВИС,industrial,46.1719047,53.4094919,,N/A,
4425385897,ИНСТИТУТ НЕФТИ И ГАЗА,government,47.1108852,51.9223692,,N/A,
127853754,КАЗАХТЕЛЕКОМ,telecommunication,47.108256,51.9135387,160,https://telecom.kz,Александр Пушкин көшесі
4525807493,КАЗАХТЕЛЕКОМ,telecommunication,47.1054031,51.9257765,160,https://telecom.kz,
5949311193,КАЗАХТЕЛКОМ,telecommunication,47.6491999,53.3458757,,N/A,
757467014,КАЗТЕЛЕРАДИО,telecommunication,47.1024738,51.9103567,,https://www.kazteleradio.kz/,улица Абая
127853737,КАЗТРАНСГАЗ АЙМАК,administration,47.1140289,51.9158769,,N/A,улица Халела Досмухамедова
1047716266,КАМЫШИТОВОЕ ОҢТҮСТІК-БАТЫС КЕН ОРНЫ,industrial,47.1400612,51.2231213,,N/A,
629950572,КГП АТЫРАУ СУ АРНАСЫ,government,47.6432085,53.3331453,,N/A,Алаш микрорайон
979565737,КЕНБАЙ КЕН ОРНЫ,industrial,47.717815,54.1414499,,N/A,
628856890,КЕҢ ЖЫЛЫОЙ,government,46.9610633,54.0112999,,N/A,Махамбета Утемисова проспект
1163493397,КИСЫМБАЙ КЕН ОРНЫ,industrial,46.2934652,54.3615118,,N/A,
260421125,КОМПРЕССОНРАЯ СТАНЦИЯ ИНДЕР,industrial,48.5262537,51.7070862,,N/A,
39243796,КОМПРЕССОНРАЯ СТАНЦИЯ МАКАТ,industrial,47.6767569,53.343883,,N/A,
5750858626,КОРЕЙСКИЙ ЦЕНТР,association,47.0971585,51.9225823,,N/A,
1073689480,КОРОЛЕВ МҰНАЙ КЕН ОРНЫ,industrial,46.2201903,53.5388915,,N/A,
289528378,КС АККОЛЬ,industrial,46.6888709,49.0600048,,N/A,
312517686,КС РЕДУТ,industrial,47.3523611,51.8497313,,N/A,
312517689,КС ТАЙМАН,industrial,47.0629041,50.4578207,,N/A,
1092013535,КУРМАНГАЗИНСКОЕ УЧРЕЖДЕНИЕ ПО ОХРАНЕ ЛЕСОВ И ЖИВОТНОГО МИРА,government,46.5038435,48.9174025,87123333542,N/A,улица Орманды
1167241668,ЛИНЕЙНЫЙ УЗЕЛ № 34,industrial,47.6275641,51.5609221,,N/A,
437406168,ЛПДС/ГОС КИГАЧ,industrial,46.6726574,48.5025504,,N/A,
5703179752,МАҚАТ АУДАНЫ ӘКІМІНІҢ АППАРАТЫ,government,47.6479939,53.3500438,,N/A,
5949311192,МАҚАТ АУДАНЫНЫҢ ПРОКУРАТУРАСЫ,government,47.6483813,53.3498803,,N/A,
987961910,МЕСТОРОЖДЕНИЕ АНСАГАН,industrial,46.0859095,53.6708445,,N/A,
1270366886,МЕСТОРОЖДЕНИЕ БЕСБОЛЕК,industrial,47.3413917,53.2392181,,N/A,
1168184831,МЕСТОРОЖДЕНИЕ КАРАТАЛ,industrial,47.6637174,52.3759007,,N/A,
244041092,МЕСТОРОЖДЕНИЕ МЕКЕН,industrial,47.8725369,53.6089323,,N/A,
989826715,МЕСТОРОЖДЕНИЯ АЛИМБАЙ,industrial,47.4862612,54.1619505,,N/A,
628350770,МҰНАЙ БАЗАСЫ,industrial,47.0620849,51.8656665,,N/A,
5491671626,МҰНАЙГАЗҚҰРЫЛЫС,company,46.3847554,53.4706657,,http://mgk.kz,
276492170,Н.Н.ШМАНОВ АТЫНДАҒЫ МҰНАЙ АЙДАУ СТАНЦИЯСЫ,industrial,47.1591478,52.1083909,,N/A,
718338971,НАЗЕРКЕ,yes,47.1256289,51.9292352,,N/A,Мұса Баймұханов көшесі
5931494961,НАЛОГОВЫЙ КОМИТЕТ,government,47.0876678,51.9110602,,N/A,
629449117,НГДУ ЖАИКМУНАЙГАЗ,company,47.222886,51.0149398,,N/A,Даулета Абилхайрова
4394784913,НГДУ КАЙНАРМУНАЙГАЗ,company,47.7865381,53.7736907,,N/A,
312550122,"НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ ""ИСАТАЙ""",industrial,47.1677547,50.7966665,,N/A,
211718095,"НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ ""КУРМАНГАЗЫ""",industrial,46.729608,49.7213608,,N/A,
281812677,НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ -4,industrial,48.577932,51.6494134,,N/A,
972590057,НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ АКИНГЕНЬ,industrial,46.5842478,54.140091,,N/A,
972590073,НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ АККУДУК,industrial,46.401638,53.9846196,,N/A,
947729785,НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ ИМЕНИ АМАНДЫКА КУЛТУМИЕВА,industrial,46.9328532,53.9637532,,N/A,
901466804,НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ КОСЧАГИЛ,industrial,46.8487403,53.7927549,,N/A,
997196505,НЕФТЕПЕРЕКАЧИВАЮЩАЯ СТАНЦИЯ МАРТЫШИ,industrial,47.0998364,51.0179094,,N/A,
183394772,НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД «БОЛАШАК»,industrial,47.2537208,52.4749063,,N/A,
539811750,НЕФТЕПРОМЫСЕЛ ЖЫЛАНКАБАК,industrial,47.6122268,54.4199358,,N/A,
369279191,НЕФТЕПРОМЫСЕЛ КЫРЫКМЫЛТЫК,industrial,47.4909189,54.6334085,,N/A,
1151652640,НЕФТЯНОЕ МЕСТОРОЖДЕНИЕ САГЫЗ,industrial,47.4275566,53.2343002,,N/A,
4308380699,НОРТ КАСПИАН ОПЕРЕЙТИНГ КОМПАНИ Н.В.,company,47.1043633,51.9142596,,http://www.ncoc.kz,
8786108417,НОТАРИУС,lawyer,46.9607501,54.0079986,,N/A,
1049298361,НПС АКТЮБЕ,industrial,45.9093764,53.4710698,,N/A,
1043826444,НПС ДОСМУХАМБЕТОВСКАЯ,industrial,45.9867412,53.5190556,,N/A,
1060245621,НПС ЖОЛАМАНОВА,industrial,48.003959,54.4370627,,N/A,
334279584,НПС КАРМАНОВО,industrial,47.8843085,51.5624082,,N/A,
979434950,"НПС-3 ""КОСШАГЫЛ""",industrial,47.7876958,54.5022831,,N/A,
276488351,НСС,industrial,47.1509599,52.0504836,,N/A,
330747052,НСС ӨНЕРКӘСІПТІК БАЗАСЫ №3,industrial,46.1987225,53.3737912,,N/A,
8521109117,О.Т. ТУРЛЫБЕКОВТЫН АДВОКАТТЫК КОНТОРАСЫ,lawyer,47.1104421,51.9202752,87752080474,N/A,
5750858945,ОБЩЕСТВО СЛЕПЫХ,association,47.0984598,51.8899874,,N/A,
1119487051,ОСЕТРОВЫЙ РЫБОВОДНЫЙ ЗАВОД,industrial,47.0154826,51.8389581,,N/A,
405986991,ОФИС,yes,46.3764245,53.4582633,,N/A,
1163493410,ОҢТҮСТІК ШЫҒЫС НОВОБОГАТ,industrial,47.2290685,51.2626997,,N/A,
1163493398,ОҢТҮСТІК ШЫҒЫС НОВОБОГАТ КЕН ОРНЫ,industrial,47.1980602,51.2743983,,N/A,
655992741,ОҢТҮСТІК ӨНЕРКӘСІП АЙМАҒЫ,industrial,47.0877206,51.958557,,N/A,
11762634975,ПКС 100,petroleum_well,46.2149667,53.5607839,,N/A,
978788711,ПОЛИГОН РАЗМЕЩЕНИЯ ЖИДКИХ ТЕХНОЛОГИЧЕСКИХ ОТХОДОВ (ПРЖТО),industrial,47.2267383,52.4256515,,N/A,
119566178,ПОЛИЦИЯ № 1,government,47.0805265,51.878963,,N/A,улица Кумара Жунисов
496097316,ПОРТ ПРОРВА,industrial,45.854676,53.0007069,,N/A,
639441363,ПОТЕНЦИАЛ,industrial,47.055582,50.7484676,,N/A,
932952017,ПРОИЗВОДСТВО ПОЛИМЕРНОЙ ПРОДУКЦИИ,works,47.3342425,52.2695803,,N/A,
170184981,ПРОКАТ-МЕТАЛЛ,industrial,47.1103136,51.9615611,,N/A,
629151188,ПРОКУРАТУРА,government,47.6761362,51.5860211,,N/A,Абая Кунанбаева
981884304,ПРОКУРАТУРА,government,46.9632791,54.0042211,,N/A,Бисенкулов Бисенбай
5940189835,ПРОКУРАТУРА МАХАМБЕТСКОГО РАЙОНА,government,47.6767788,51.5845925,,N/A,
1040019542,РАДИОРЕЛЕЙНАЯ СТАНЦИЯ,industrial,47.4045318,52.5718404,,N/A,
334738444,РГП «КАЗАЭРОНАВИГАЦИЯ»,government,47.1225555,51.8331922,,https://www.ans.kz,проспект Абулхаир Хана
4352437391,РЕЗИДЕНЦИЯ,government,47.1014155,51.906339,,N/A,
1047716304,РОВНОЕ КЕН ОРНЫ,industrial,47.1331332,51.1116578,,N/A,
119566150,РЦКУ АТЫРАУ,government,47.0803596,51.8778542,,N/A,Құмар Жүнісов көшесі
611552543,С. БАЛҒЫМБАЕВ КЕН ОРНЫ,industrial,47.0923747,51.0241606,,N/A,
4435595389,САЗАНКУРАК,government,47.1070449,51.9007175,,N/A,
1043582837,САҒИДОЛЛА НҰРЖАНОВ КЕН ОРНЫ,industrial,45.8771305,53.2694476,,N/A,
216787715,СЕВЕРО-КАСПИЙСКАЯ ЭКОЛОГИЧЕСКАЯ БАЗА РЕАГИРОВАНИЯ НА РАЗЛИВЫ НЕФТИ (СКЭБР),industrial,46.9203916,51.7027298,,https://kmgss.kz,
129661785,СЛУЖБА АЭРОНАВИГАЦИОННОЙ ИНФОРМАЦИИ (AIS/MET),government,47.1213422,51.8308435,,N/A,проспект Абулхаир Хана
119566142,СЛУЖБА ПРОБАЦИИ,government,47.0800349,51.8781994,,N/A,
